Frequency (Hz),Trace 2 (V),Phase (deg)
184.089394825793,7.190442114481792e-05,171.1962986220747
185.6763723673947,6.540918788490784e-05,11.30595870073841
187.2633499089964,6.36531418908348e-05,31.79344561799553
188.850327450598,5.914068620239433e-05,43.95292013858293
190.4373049921997,5.585264644648918e-05,54.33228628722138
192.0242825338013,7.243627761574911e-05,52.29336622785447
193.611260075403,8.597786526701538e-05,31.41091149113066
195.1982376170047,0.0001702304677815646,20.70562529551053
196.7852151586063,0.0004163856204420688,24.98277721028854
198.372192700208,0.0006055764523308506,24.11951770519161
199.9591702418097,0.0006084615213043105,20.94697080457319
201.5461477834113,0.0005781970631855944,19.98242670770093
203.133125325013,0.0004022324324542795,17.76030939869519
204.7201028666147,0.0001356286668127639,178.4569428928764
206.3070804082163,4.826355994283617e-05,116.7550091761672
207.894057949818,2.306542995618093e-05,80.724878323163
209.4810354914196,2.226670388686458e-05,42.77943877459529
211.0680130330213,1.618769660347137e-05,56.67524751225978
212.654990574623,1.518379957126337e-05,71.52144667659364
214.2419681162247,2.943238498083153e-05,65.23013208431956
215.8289456578263,3.810015817107621e-05,78.2249040160431
217.415923199428,3.814368158221549e-05,86.34783796353676
219.0029007410296,4.096051893693235e-05,85.14014694933122
220.5898782826313,4.418375906931154e-05,102.6951158578382
222.176855824233,4.908183472806691e-05,138.9696675047285
223.7638333658346,6.362645738256522e-05,151.9432580819878
225.3508109074363,8.020809786689436e-05,146.6446487661103
226.937788449038,8.430617630730975e-05,154.1206682933654
228.5247659906396,5.078856782495374e-05,169.8775871931633
230.1117435322413,1.87533710272397e-05,68.14410162244644
231.698721073843,4.726463028295931e-05,116.642488446991
233.2856986154446,7.634887526924689e-05,126.6159279204009
234.8726761570463,7.397576923061736e-05,122.4864175080903
236.4596536986479,3.538994952205973e-05,109.1152891627847
238.0466312402496,1.436614470616759e-05,36.12246454273414
239.6336087818513,4.805686238890666e-05,49.13318498294863
241.2205863234529,7.232294874607377e-05,51.17215390201802
242.8075638650546,8.591271242797368e-05,53.36090895239681
244.3945414066563,8.33768547200963e-05,47.16794855370075
245.9815189482579,6.626461232316049e-05,163.1884158799322
247.5684964898596,0.0001659853398307121,104.0255987953009
249.1554740314613,0.0002298292167372507,94.35774722395641
250.7424515730629,0.0002504586613146114,94.13257388263231
252.3294291146646,0.0002427795242067509,83.57898423506023
253.9164066562662,0.0001512418488100792,58.07497169776417
255.5033841978679,7.512753639763916e-05,9.04335538850877
257.0903617394696,6.649689482997114e-05,146.470110605535
258.6773392810712,6.341210624177137e-05,133.5225489802363
260.2643168226729,4.691820191603795e-05,124.5204785134704
261.8512943642746,3.931752229872353e-05,131.5750363671006
263.4382719058762,4.249993090095456e-05,168.3661482468766
265.0252494474779,5.598730744387675e-05,8.580254484127318
266.6122269890795,6.363305062988367e-05,175.4598860466961
268.1992045306812,6.379536410622279e-05,165.2588034661967
269.7861820722829,6.614497176567103e-05,162.1623952463667
271.3731596138845,8.557825368042286e-05,154.1053634074032
272.9601371554862,9.822401706761026e-05,153.1151827785443
274.5471146970879,9.777174899942594e-05,155.6221863826887
276.1340922386896,9.54628308751645e-05,158.8884483013937
277.7210697802912,9.475127478011563e-05,156.6971190118564
279.3080473218929,7.044080222783241e-05,149.3424110732695
280.8950248634945,2.272035087164446e-05,163.7351399068136
282.4820024050962,1.493960899450399e-05,74.77081029477998
284.0689799466979,1.700732156095295e-05,136.7970472344675
285.6559574882995,1.928068027172092e-05,135.7083167828045
287.2429350299012,2.518298369597543e-05,49.128018446955
288.8299125715029,3.781989951036899e-05,16.80011633978993
290.4168901131045,2.769257582487355e-05,0.2271536180833418
292.0038676547062,1.032497983966519e-05,46.28393467916766
293.5908451963078,1.971948002105982e-05,160.0352762999957
295.1778227379095,4.017625833488212e-05,96.64648341599755
296.7648002795112,0.0001782419229190713,137.8102995479294
298.3517778211128,0.000286637690017633,143.3046757798634
299.9387553627145,0.0002862471420257617,142.11709609525
301.5257329043162,0.0002627246534654395,144.2361664586642
303.1127104459179,0.0001613054274606188,150.3578818047248
304.6996879875195,3.770470024787176e-05,24.88447871567831
306.2866655291211,7.372746168828331e-05,65.98308905369517
307.8736430707228,9.231680845304289e-05,46.01906720859931
309.4606206123245,6.314199745602831e-05,32.28127453702398
311.0475981539262,2.228235748549807e-05,168.8993395033693
312.6345756955278,3.9879308316797e-05,53.17135898667186
314.2215532371295,8.423993548037961e-05,27.68672741246987
315.8085307787312,9.626814826128937e-05,19.43480333768172
317.3955083203328,7.623153344206885e-05,14.73835525681557
318.9824858619345,4.978575615407649e-05,6.008822548154102
320.5694634035361,3.260780174016304e-05,35.04150419029522
322.1564409451378,4.680138069152494e-05,84.95500801515074
323.7434184867395,5.407081105206638e-05,114.3371534144587
325.3303960283411,6.200074296363403e-05,120.8105432819702
326.9173735699428,6.781876147137331e-05,107.1453285007617
328.5043511115445,6.600976038676803e-05,111.8033228985634
330.0913286531461,6.141766095436977e-05,123.8165541020001
331.6783061947478,4.732245047182627e-05,141.2141349181221
333.2652837363494,5.5805071613171e-05,179.6613676444648
334.8522612779511,7.656604654082825e-05,13.88569040999729
336.4392388195528,8.277914823842413e-05,19.84421757008503
338.0262163611545,7.750533806533115e-05,12.93534910760541
339.6131939027561,7.034440279957411e-05,176.4451472497248
341.2001714443577,5.764518529664147e-05,173.6557038471191
342.7871489859594,4.294977713436245e-05,5.102551908447024
344.3741265275611,4.791860257969222e-05,59.26579158632171
345.9611040691628,0.0001529280300761832,94.69574216364761
347.5480816107644,0.0003014331302721726,98.24118086789343
349.1350591523661,0.0003656495480172599,97.29819517372569
350.7220366939678,0.0003554497647045009,97.40852847887399
352.3090142355694,0.0002958946519680257,98.29718913721567
353.8959917771711,0.0001531142200192612,97.9022156693234
355.4829693187727,1.663690725112347e-05,102.4050303719385
357.0699468603744,3.727544123868419e-05,85.12895100335049
358.6569244019761,3.495866663517207e-05,97.38811295785106
360.2439019435777,3.412507084434638e-05,132.2682801987523
361.8308794851794,4.114213820210104e-05,132.1597786157776
363.4178570267811,4.659527623436965e-05,125.0754173096078
365.0048345683827,7.270642316460419e-05,131.1383726273804
366.5918121099844,0.0001036939142579641,126.4900227430196
368.178789651586,0.0001146057850068182,113.7359855921971
369.7657671931877,0.0001100000137847627,108.7914213289875
371.3527447347894,7.255899238189601e-05,104.8616400407942
372.939722276391,3.437086026375154e-05,39.36632366007678
374.5266998179927,5.933576717822757e-05,168.9964839904517
376.1136773595944,6.891694570191988e-05,152.4411737300134
377.7006549011961,7.048085147550361e-05,145.4697212021813
379.2876324427977,5.326812423286328e-05,147.5603211886466
380.8746099843994,2.216541299855661e-05,144.0614889292277
382.461587526001,5.197729511425042e-06,163.3112097775266
384.0485650676027,2.306181806539091e-05,144.9093411320423
385.6355426092044,3.019005529680207e-05,150.1349078967559
387.222520150806,2.751192741396119e-05,150.3438956886115
388.8094976924077,2.386160087194141e-05,157.1497769087079
390.3964752340094,1.790959815247592e-05,151.8804628391806
391.983452775611,1.793140329757321e-05,92.26545616861995
393.5704303172127,3.641017223610168e-05,86.89533645362491
395.1574078588143,7.007069064010291e-05,117.830812351825
396.744385400416,0.0001537185186303761,149.7598423961651
398.3313629420177,0.000232073357899824,163.7616195126373
399.9183404836193,0.0002255869576551247,169.7003855352364
401.505318025221,0.0001873929160053574,172.2034721509173
403.0922955668227,0.0001003681111881842,177.5279217543741
404.6792731084244,3.197690702495646e-05,160.5826215574818
406.266250650026,9.740092215601481e-05,176.1987042058198
407.8532281916276,9.826575016351321e-05,166.9057747089876
409.4402057332293,0.0001022108812310268,145.5984225944189
411.027183274831,0.0001155680349418891,130.8350322081495
412.6141608164327,0.0001273439877975846,118.3060670831414
414.2011383580343,0.0001221482790822363,106.0646811388921
415.788115899636,9.159211746837928e-05,92.73591918376103
417.3750934412377,6.163035646090301e-05,73.22910315819209
418.9620709828393,4.656647407884004e-05,32.36363200174094
420.549048524441,5.30821103223774e-05,160.9777056234587
422.1360260660426,6.133188227951162e-05,143.9031493005808
423.7230036076443,5.669725854831485e-05,143.1587510799972
425.309981149246,3.959409776488846e-05,117.8051862952133
426.8969586908476,2.786696592188556e-05,67.18866026124687
428.4839362324493,1.905453543485815e-05,24.03055238142568
430.070913774051,2.095705068152269e-05,168.7964534425454
431.6578913156526,1.650329561153738e-05,173.6718038350568
433.2448688572543,5.866841756685111e-06,85.2325314682831
434.8318463988559,4.826146570603717e-06,123.7637012548852
436.4188239404576,1.779267216234426e-05,14.95045800401339
438.0058014820593,5.264941567875378e-05,4.293991572363826
439.592779023661,8.563825546504732e-05,168.0890944431602
441.1797565652626,9.863089758344547e-05,152.7529915406002
442.7667341068642,8.461319482114219e-05,139.6022988703727
444.3537116484659,6.991054285825379e-05,107.5849115708911
445.9406891900676,0.0001575959405154385,65.00975385378354
447.5276667316693,0.0003037332348446299,56.77870164055443
449.1146442732709,0.0003500101438963342,55.90126684693324
450.7016218148726,0.000332605270725631,57.27106700796622
452.2885993564743,0.0002822702579969332,60.70612256082148
453.8755768980759,0.0001555685307603595,71.26099586513973
455.4625544396776,7.439783502286293e-05,108.0548644456241
457.0495319812792,8.025205212931958e-05,122.4453794462884
458.6365095228809,7.853563919500212e-05,113.7798159159778
460.2234870644826,5.850465786979221e-05,103.1302527943145
461.8104646060842,2.955099621882532e-05,100.1714256841046
463.3974421476859,1.574912402313886e-05,122.8254236999166
464.9844196892876,4.75192979764457e-05,133.0661527375541
466.5713972308892,5.072433424552781e-05,143.6539717789589
468.1583747724909,5.785133228357679e-05,137.5718220237698
469.7453523140925,7.690002740844071e-05,137.9370767877121
471.3323298556942,6.078069973183835e-05,133.1621470879316
472.9193073972959,3.987226458345024e-05,83.26798659483082
474.5062849388975,4.276629047444635e-05,59.4144368673528
476.0932624804992,2.797832396211068e-05,35.87106168714479
477.6802400221009,2.829867529017709e-05,155.8075518654556
479.2672175637026,3.482527467360335e-05,118.4749578749381
480.8541951053042,4.808189114707151e-05,107.2492681061431
482.4411726469059,7.428939932490983e-05,111.7921345457029
484.0281501885075,0.0001014348855150805,129.0333395378504
485.6151277301092,0.000150283635809276,147.0698255677273
487.2021052717109,0.000184851079288737,151.8996541367057
488.7890828133125,0.0001816814074765749,153.3385435936614
490.3760603549142,0.0001691354162863002,153.2162796228084
491.9630378965159,0.0001164300454901342,146.6832686345026
493.5500154381175,4.408214002842215e-05,102.9910546013058
495.1369929797192,6.116103734624523e-05,59.69046533228617
496.7239705213208,0.0005180734841541497,44.06170315526239
498.3109480629225,0.001048372396745107,39.52256182777742
499.8979256045242,0.001205116444929572,37.70202451498293
501.4849031461258,0.001225757499230568,36.43030135830976
503.0718806877275,0.0009933821674209735,34.0133328701769
504.6588582293292,0.0004331723217899072,30.69119532300991
506.2458357709309,9.762688249023836e-05,25.09939356624627
507.8328133125325,5.332478883192444e-05,7.351738900059442
509.4197908541341,6.759388521018089e-05,178.9052364586498
511.0067683957358,7.359875924718273e-05,1.570267532690172
512.5937459373375,6.766478388564243e-05,167.1580293724236
514.1807234789392,6.199164550266626e-05,139.3143984095163
515.7677010205408,4.090220278817147e-05,137.0081778361776
517.3546785621425,2.337246640884628e-05,179.129643769085
518.9416561037441,8.618963468825732e-06,30.89622391674755
520.5286336453458,1.416732057726287e-05,148.5833373750714
522.1156111869475,3.079512735584791e-05,147.0236349370381
523.7025887285491,4.123877029822225e-05,172.4783724872394
525.2895662701508,5.151955507680485e-05,15.0113564874914
526.8765438117524,5.064150157517701e-05,178.4890869759382
528.4635213533542,6.38401448317439e-05,147.7676940639467
530.0504988949558,8.125031707752898e-05,133.7832046415045
531.6374764365574,9.415334083666554e-05,126.8733492656541
533.2244539781591,9.52778133665944e-05,138.5413653970118
534.8114315197607,8.432492139871515e-05,161.1454295512023
536.3984090613625,5.537696199893411e-05,4.210086434382959
537.9853866029641,4.748745716858187e-05,46.22840947103605
539.5723641445658,5.49079829847404e-05,67.43406905269957
541.1593416861674,5.218620436585414e-05,86.01943908831426
542.746319227769,4.81088026591187e-05,91.46551162050841
544.3332967693708,5.473977794144311e-05,73.8322360840105
545.9202743109724,0.0001378314133426727,69.87692773247782
547.5072518525741,0.0002577578324984404,74.01105142097056
549.0942293941757,0.0003095820386411983,77.62626173121969
550.6812069357774,0.0003300173248682918,79.01174336986425
552.2681844773791,0.000310472339350004,80.68278296777906
553.8551620189808,0.0002012297415084966,85.23043823282441
555.4421395605824,0.0001054891870500777,76.03009949770232
557.029117102184,9.985989060054385e-05,45.85724928703706
558.6160946437858,0.0001225367063052821,30.81812951019058
560.2030721853874,0.0001318499194555279,19.47683567092009
561.7900497269891,0.0001095434922980487,19.66903519702292
563.3770272685907,7.857816428302417e-05,32.48904525484706
564.9640048101924,5.968598505066943e-05,30.50663899685049
566.5509823517941,5.276333429824791e-05,10.22401171920116
568.1379598933958,6.93601035066295e-05,160.1071128909255
569.7249374349974,0.0001098588684332144,140.9256699168602
571.311914976599,0.0001300490718062929,132.1650194922366
572.8988925182007,0.0001100018656080098,117.9935360743309
574.4858700598024,6.476227127671514e-05,100.4605555389654
576.0728476014041,9.479242114715755e-06,86.89348947556249
577.6598251430057,2.518445446416141e-05,125.4141922646526
579.2468026846074,4.718328800837724e-05,127.6877513087864
580.833780226209,5.153440505011598e-05,115.4871178145825
582.4207577678108,2.538146261996044e-05,119.77802479791
584.0077353094124,9.870196524355148e-06,113.7188482280777
585.594712851014,3.042114797163084e-05,60.49614948169465
587.1816903926157,4.719059145106936e-05,38.96031515059671
588.7686679342173,5.339988280010484e-05,35.40137477945285
590.3556454758191,4.562200266410859e-05,54.56128374802285
591.9426230174207,2.53753078001761e-05,94.45208794683363
593.5296005590224,2.377514790956022e-05,161.4097402633564
595.116578100624,4.571713134803013e-05,70.93554063776426
596.7035556422256,0.0001705194689011467,98.58103337726202
598.2905331838274,0.0002747637293635823,102.1899306242418
599.877510725429,0.0002969307754157423,103.2929692755418
601.4644882670307,0.0002816661408653056,101.4049026853948
603.0514658086323,0.000180155221880742,93.72948451177265
604.638443350234,3.96555777505266e-05,70.18221070718432
606.2254208918357,4.228644519799694e-05,100.5394204675669
607.8123984334374,6.105590492433606e-05,88.39138167308026
609.399375975039,6.13030297409764e-05,77.01762430187917
610.9863535166406,5.306607530329867e-05,90.03022992880275
612.5733310582423,5.748013904204841e-05,146.3135108556597
614.160308599844,8.88251922451313e-05,178.2706847515421
615.7472861414457,0.0001034531329175685,176.1151973114408
617.3342636830473,0.0001064411729173193,160.5341707229701
618.921241224649,0.0001036695961744973,141.1201124178645
620.5082187662506,0.0001215117342024511,115.9870109916377
622.0951963078523,0.0001288521370828305,106.5381951670028
623.682173849454,8.349925286126034e-05,107.3389195580963
625.2691513910556,3.387443820111372e-05,132.9508084941797
626.8561289326573,4.866934322138279e-05,42.76896010666852
628.4431064742589,0.0001060697548764065,66.80792767219209
630.0300840158607,0.0001342353411591085,67.90653185637835
631.6170615574623,0.0001309802595374279,61.15131484098349
633.2040390990639,0.0001246312860058597,67.9128850478148
634.7910166406656,0.0001201310120915876,82.30962096067687
636.3779941822672,0.0001156607356859221,85.40753033763983
637.964971723869,0.0001283541356720857,86.05127366838801
639.5519492654706,0.0001417348040601222,87.40886623816859
641.1389268070723,0.0001346574111448679,81.49956385079685
642.7259043486739,0.0001117328547259911,69.35904580568352
644.3128818902755,6.346006359772666e-05,53.26348725014614
645.8998594318773,6.45552065406122e-05,60.40357775537494
647.4868369734789,0.0002271926218772131,55.69699397605493
649.0738145150806,0.0002954087963707848,56.74296441217324
650.6607920566822,0.000308753053369,54.03664151435874
652.2477695982839,0.0002715824897985322,50.42188098521584
653.8347471398856,0.0001348784549345329,45.63601345835504
655.4217246814873,3.612293860953409e-05,14.74941031358065
657.0087022230889,1.878411935022936e-05,158.3680496505558
658.5956797646905,1.055361851884991e-05,23.43599081944135
660.1826573062922,2.441631471432051e-05,77.46499797958776
661.7696348478939,3.758883155176997e-05,90.41641927812908
663.3566123894956,4.684144001764997e-05,80.6608669015513
664.9435899310972,5.439189658659069e-05,63.45394973799254
666.5305674726989,5.114842442410198e-05,55.09290169980656
668.1175450143006,3.546113626126137e-05,51.69782327339992
669.7045225559023,1.969042168972326e-05,53.70731572745109
671.2915000975039,1.480037939447607e-05,69.0037187106782
672.8784776391055,6.443826945106835e-06,104.2224803125931
674.4654551807072,4.640207070897614e-06,167.8128957380318
676.0524327223089,1.142300057319999e-05,67.12386465795566
677.6394102639106,1.877008794010863e-05,75.06677704853985
679.2263878055122,2.866753510507268e-05,101.3473180884345
680.8133653471139,3.685145070463016e-05,107.5896372665641
682.4003428887155,3.660974389036796e-05,127.3938607317181
683.9873204303173,4.904107038783434e-05,137.6389655897179
685.5742979719189,4.663020000388447e-05,143.0922987555505
687.1612755135205,3.013089770493739e-05,4.144909106648902
688.7482530551222,4.4689968456408e-05,68.1430324427639
690.3352305967238,9.183245791553352e-05,86.73619137026482
691.9222081383256,0.0001335104418096573,86.88403554802684
693.5091856799272,0.0001465959773151341,86.50857077201874
695.0961632215289,0.0001661059551435942,88.98208304530554
696.6831407631305,0.0002472554049969891,88.85589644232155
698.2701183047321,0.0003231716405024239,88.69068913934836
699.8570958463339,0.0003392934655714259,91.56034670638846
701.4440733879355,0.0003305821331674183,92.74541907635185
703.0310509295372,0.0002372094573572628,91.02612540049799
704.6180284711388,9.561586221159608e-05,94.8572899497271
706.2050060127405,2.887936240499832e-05,132.4759206312556
707.7919835543422,2.064702987396456e-05,155.2877671434297
709.3789610959439,3.398239659822839e-05,122.9606734278064
710.9659386375455,5.228796472917205e-05,123.6518682632143
712.5529161791471,4.461013948858324e-05,134.6120888619166
714.1398937207488,3.272264704915773e-05,120.3881731835563
715.7268712623505,3.372272647638414e-05,109.1529285518852
717.3138488039522,3.387023710647629e-05,125.1321271609817
718.9008263455538,3.167075311130787e-05,118.8340009797118
720.4878038871555,2.21416964070643e-05,131.0559736954454
722.0747814287571,3.073331231779992e-05,18.73271763761938
723.6617589703588,5.23296729095551e-05,35.91587601832606
725.2487365119605,7.425433438011124e-05,46.25686705390086
726.8357140535621,8.683422192881186e-05,50.49020969366142
728.4226915951638,6.953656701058161e-05,49.66400559166894
730.0096691367654,5.014840927037565e-05,63.68374265756263
731.5966466783672,4.854118079949578e-05,72.70425472943374
733.1836242199688,3.133297884251069e-05,44.94122481543896
734.7706017615704,2.411548514006161e-05,173.3479778492705
736.3575793031721,1.995871199928675e-05,157.2096591591984
737.9445568447737,2.363976187253381e-05,120.55747093582
739.5315343863755,2.9146786919526e-05,125.5844724022423
741.1185119279771,4.165810424757229e-05,175.7615349508165
742.7054894695788,8.015835528590553e-05,22.75151006365608
744.2924670111804,0.0002408906267886328,37.3689692854928
745.879444552782,0.0007424726419976558,41.78846000503842
747.4664220943838,0.001247608787984565,42.74580622057299
749.0533996359854,0.001338715380686115,41.91435058808568
750.6403771775871,0.001307101103171056,40.35665914704939
752.2273547191887,0.001025107827733226,38.69550647505673
753.8143322607904,0.0004191460369374626,31.82897299277284
755.4013098023921,8.443935940304783e-05,156.8136475493464
756.9882873439938,8.40428661195011e-05,93.86347260886821
758.5752648855954,9.222066016619518e-05,76.67909276005466
760.162242427197,8.322238722555426e-05,70.9384614646514
761.7492199687988,7.058685957145539e-05,61.15173709791836
763.3361975104004,6.4656278584401e-05,35.67626269934181
764.9231750520021,6.724745703143009e-05,14.47777672268691
766.5101525936037,8.226634899458059e-05,20.09613435714263
768.0971301352054,9.237209545598646e-05,30.5888917831029
769.6841076768071,6.406546249614214e-05,35.63233065845975
771.2710852184088,1.58387165893713e-05,38.74887997614582
772.8580627600104,3.686145801664489e-05,47.30217224000145
774.445040301612,9.057344663754626e-05,55.87021913719321
776.0320178432137,0.0001158872432108149,61.41625779868379
777.6189953848154,0.0001015538338055665,59.84259160716034
779.2059729264171,8.759911857356144e-05,51.23736109031499
780.7929504680187,7.363949180927345e-05,41.64757228202449
782.3799280096204,5.050983928097004e-05,26.95763912589497
783.966905551222,4.132308349838646e-05,25.30439033532403
785.5538830928238,4.028473382821929e-05,49.71982067477569
787.1408606344254,3.789311682560429e-05,69.91556864688177
788.727838176027,3.074724945475563e-05,67.40149449645648
790.3148157176287,1.922804460872337e-05,63.8629194821477
791.9017932592303,1.001429031035341e-05,42.52028601092419
793.4887708008321,2.272508977120556e-05,168.1318806697759
795.0757483424337,5.563168737407499e-05,110.9328724466292
796.6627258840354,0.0001689143591127267,82.36378866060889
798.249703425637,0.0002700935394586472,70.26608322357133
799.8366809672386,0.0003090052071651318,60.45656168380443
801.4236585088404,0.0003373579890547016,55.32121562222042
803.010636050442,0.0002912760998472449,45.60208852501712
804.5976135920437,0.0001817884572686995,24.65103851198542
806.1845911336453,0.0001081097016871999,1.55243823164732
807.771568675247,8.054749990688589e-05,157.4403084443926
809.3585462168487,7.395110505644211e-05,125.3914856598849
810.9455237584503,6.40440489533217e-05,81.08733331591891
812.532501300052,6.688756559350625e-05,31.1648848444808
814.1194788416536,7.357948991185447e-05,173.5675961938745
815.7064563832553,7.517418317514577e-05,145.5092739698231
817.293433924857,6.732121008956704e-05,122.0042378645027
818.8804114664587,5.289592896562101e-05,94.14091537971174
820.4673890080603,3.315437722061615e-05,60.51471639075157
822.0543665496619,1.052256010189471e-05,20.16701466408767
823.6413440912636,5.920253959140692e-06,22.02530778525243
825.2283216328653,1.954577424241381e-05,143.8653919437106
826.815299174467,4.027074020710491e-05,129.5123702722342
828.4022767160686,4.760614074777049e-05,121.2014624783975
829.9892542576703,5.203254400895064e-05,105.6601082953979
831.5762317992719,5.975267162900926e-05,94.20326292100575
833.1632093408737,5.615879317664661e-05,86.28039101210204
